,User,Date Created,Tweet
3039,hoshygaze,2022-12-27 09:51:03+00:00,"@Askrlfess asam lambung, pilek, anxiety juga heheh"
3040,richard_manoi,2022-12-27 09:48:18+00:00,Ada apa dengan social anxiety
3041,butuhprimogems,2022-12-27 09:45:17+00:00,"LRT baru aja nonton bocchi the rock. Dan jujur aku ngerasa kasian sama Bocchi. Dikiranya dia ngehalu, padahal kena social anxiety ga si? Dikiranya introvert padahal beda :("
3042,chillinthemoon,2022-12-27 09:37:32+00:00,gw introvert + social anxiety dikit sih jd ya gmn ya (menyalahkan keadaan)
3043,_catdreamer,2022-12-27 09:34:48+00:00,Ayo kita melawan anxiety demi sidang tidak jadi setelah tahun baru😃👍
3044,tauberitamedia,2022-12-27 09:33:02+00:00,"Bintang Bollywood Tunisha Sharma meninggal dunia di lokasi syuting, diduga bunuh diri. Sebelum meninggal, Tunisha sempat mengalami depresi dan anxiety. https://t.co/fCq2FOviHG"
3045,caratdio,2022-12-27 09:24:03+00:00,penyakit jiwa (anxiety)🙏
3046,MadCrazygirls,2022-12-27 09:17:31+00:00,"Salo tum logo ke upar honi cahiye FIR @StarPlus 
 Har ek chij ka jo tum logo ne majak bana rakha hai be it Shaadi, God, Second Chance Depression Anxiety Domestic Violence and what not 
Audience ko depressed kar rakha hai kamino ne
NO ABHIRA NO YRKKH
#BoycottYrkkh
#AbhiRa #YRKKH"
3047,jeymbut,2022-12-27 09:08:08+00:00,rasa cemas berlebihan apa anxiety? 😔
3048,etherealesa,2022-12-27 09:06:48+00:00,"@gorgoddes Ngeri yah kena panic attack, meski gue punya riwayat anxiety tapi nggak separah ini jg sih cmn sampai rasa mual doang kyk mau mati 😭
Semangat buat kita 💜"
3049,StrawBeeze,2022-12-27 09:06:28+00:00,"@collegemenfess Cobain iklan BSI yang baru, lirik lagunya, ""naik naik cicilan rumah, tinggi tinggi sekali"" Bikin anxiety tiap dengerin"
3050,asraffahmadd,2022-12-27 08:37:42+00:00,"Dah agak dah, nak demam, sakit badan, short breath semua ni sbb anxiety. Nsib baik dapat MC tga hari."
3051,sarrah_____,2022-12-27 08:33:56+00:00,kalau colleagues bergaduh sampai trigger kita punya anxiety nak report mana ek sebab tegur depan depan pun tak jalan aku dari semangat buat kerja jadi takde mood da ni rasa nak marah semorang
3052,anismalek,2022-12-27 08:32:55+00:00,"Alhamdulillah dua2 clients dilepaskan harini, dah balik baru perasan harini last trial untuk 2022. So yeay Alhamdulillah last trial for 2022 went well. Hopefully lepas lah sikit anxiety clients nak masuk tahun baru. Semoga yang baik2 untuk tahun akan datang ❤️ https://t.co/m8PP12vPVn"
3053,enaiesey,2022-12-27 08:26:11+00:00,Baru update twitter..... Amende sial views ni? Eeeee anxiety aku mencanak naik ciellll
3054,PCTdedicated,2022-12-27 08:18:29+00:00,"Century agha salman ki honay wali gai anxiety muje shuru ho gai hai

#PAKvNZ"
3055,cuppwulan,2022-12-27 08:17:26+00:00,"mendadak phone anxiety📈karena akhir-akhir ini ditelpon koko pas lg sholat, trs w baru ngeh sejam kemudian, trs pas w bales eh tbtb divc😬"
3056,svnoot,2022-12-27 08:11:56+00:00,GROUPMAGE AKU SEMUA INTROVERT AND BER SOCIAL ANXIETY
3057,shilzzOnly,2022-12-27 08:05:11+00:00,"I really need healing after Hero ended😂😂 anxiety dgn trend, letih dengan org keciduk terpaling sibuk jugak. Lebih baik u focus kt bias sendiri je. Kita pun xsibuk projek org lain. Kenapa ek org sibuk nau dengan ggone. Suka betol nak menjatuhkan"
3058,wangbimama1,2022-12-27 08:03:04+00:00,@brgsjks Aku beli Myvi. Itupun untuk pergi kerja. Aku sejenis tak gemar memandu &amp; ada anxiety memandu. So mostly i akan grab or minta amik member. Mampu tukar tu mampu tapi rasa takde pekdah. Adik-adik semua ada kereta besar2 buat apa lagi aku nak tukar.
3059,trytoimpressyou,2022-12-27 08:01:16+00:00,"Apa ini anxiety y, cemas tp gatau apa yg dicemasin"
3060,shravya_sidnaaz,2022-12-27 07:55:47+00:00,"Aapke tweet dekhne ke baad mujhe bhi anxiety ho rhi hain.....Kya Hua Shehnaaz ko🥺
#SidNaaz"
3061,xPendudukMarsx,2022-12-27 07:55:02+00:00,"i swear to God..
aku gabakal maafin orang orang yang nyepelein dan jadi penyebab orang lain punya anxiety."
3062,mery_cristin,2022-12-27 07:42:05+00:00,@tanyakanrl Bisaa malah ada gerd anxiety
3063,Whoim288,2022-12-27 07:32:02+00:00,"Me : Bodoamat bodoamat
Also me : yaolo yaolo yaolo sambil anxiety dan tremor"
3064,ibjela,2022-12-27 07:24:20+00:00,"Tadi gf aku tetiba kata dia rasa dia ni ada anxiety,sebab mudah shaking bila dia start panik.aku terdiam jap seba… — Cuba tanya wali dia. https://t.co/H8mcIBPPkF"
3065,diuwuc,2022-12-27 07:20:31+00:00,@mawtiyyima Gemeter tapi seru tapi anxiety juga tapi MAU KOIN WKWK
3066,diuwuc,2022-12-27 07:11:28+00:00,@maryzoon_ IYAA KALO PANIK SEMUANYA AUTO KUPENCET2 💀😭 ANXIETY BGT
3067,auahpuhing,2022-12-27 07:09:48+00:00,Bahagia doong tp kalo ditanya lebih banyak bahagia apa anxiety ya banyakan anxiety wkwkw 😭 2022 penuh anxiety
3068,doughttp,2022-12-27 07:00:47+00:00,Habis speedrun windtrace dan menentang social anxiety kek simulasi meninggal
3069,pausitumamalia,2022-12-27 06:52:00+00:00,"liat berita badai bsk, anxiety bgt COK asem bener males bgt gueh nguras banjir"
3070,EkasariLiliput,2022-12-27 06:50:33+00:00,@VIVAcoid Baca yg beginian langsung anxiety
3071,itsMimiMomo,2022-12-27 06:43:11+00:00,"Sah Izzati tengah fasa separation anxiety hahahahaa dgn ayah dia tkmau langsung weyyy, nmpk ibu meleret² senyum dgn mata berairnya aduhaii"
3072,cwtchphile,2022-12-27 06:25:45+00:00,@jeeva996 Anxiety koodeett thinnaanum orangaanum vayyaa. Nalla veshamam und
3073,henlowerld,2022-12-27 06:24:56+00:00,"skrg klo anxiety gara2 ditanyain progress project ter-momok, perut gw sakit. reaksinya semakin makin nih sekujur tubuh hahaha parah bet"
3074,makpanda10,2022-12-27 06:20:39+00:00,"Se stress itu tudei, tiba” kerjaan gila, otak stuck, stressed out, anxiety shooting through the roofs + g jd wfo… Pdhl jarang” kan excited wfo. Kirain today’s journey to work turun di halte gbk like normal, jln ke kantor dan plg lewatin gbk dpt smngt dikit gt liat hint of svt…"
3075,Yhaayoung,2022-12-27 06:16:30+00:00,"@orchidpoison @thebodyshopindo alasan aq hrs bgt kasih self reward thn ini krn thn ini aq bsa bgt nglwtin masa"" aq tuk brobat k psikiater dan alhamdulilah dbln november kmrin q lulus pgobatan anxiety ku kak🙏❤😭😭
Smoga d thn 2023 aq jg kluargaku dberikan ksehatan rezeki yg mlimpah aamiin"
3076,wwul_,2022-12-27 06:13:41+00:00,Cuma bisa bersyukur beli yang seating. Even letternya ga rendah tp qn letternya mayan rendah. Jadi ya alhamdulillah. Ga perlu anxiety liatin rangorang yg udh antri dr pagi buat nuker tiket
3077,MSso03,2022-12-27 06:13:31+00:00,"@convomf Ntah kenapa sprei kasurnya bikin aku anxiety, sekarang tubuh dah merinding lemes."
3078,favgrey,2022-12-27 06:01:22+00:00,"Kau settle dulu satu-satu baru hari kau akan okay selagi kau tak buat, your anxiety will stay with you the whole day"
3079,CoachRheo,2022-12-27 05:59:46+00:00,"Aku pengen banget bisa bahagia 🥰 

seorang client anxiety menginginkan hidupnya bahagia, tapi kembali lagi, kebahagiaan itu paradoxial loop, semakin ingin bahagia, semakin seorang terbebani olehnya.

Banyak case anxiety ini penyebab utamanya yang paling signifikan"
3080,hmetromy,2022-12-27 05:55:49+00:00,"#Rap Ryan Bakery mengakui terlampau banyak berfikir mengenai kandungan yang bakal dimuat naik antara faktor menyumbang kepada Gerd Anxiety dihadapinya.

https://t.co/Mvbd7inS0c"
3081,AfizaSyafira,2022-12-27 05:53:29+00:00,I think muffin has seperation anxiety. Aku kluar 4 jam je dah balik2 nmpak dia panic..mcm mana aku nk gi keja nnti ni
3082,cindy_arheena,2022-12-27 05:40:42+00:00,gila ya kayanya baru kali ini gue ngerasain anxiety setelah sekian lama
3083,bellus_gratia,2022-12-27 05:39:15+00:00,Walang katapusang anxiety dahil sa labasan ng scores at grades na yan hays sdhhahaha
3084,melloyook,2022-12-27 05:26:13+00:00,"Gue dlu minchan kena anxiety aja gue nangis, ini hongseok sampe sebegininya ya gue kejer lah ya Allah :("
3085,kanigarabiru,2022-12-27 05:24:27+00:00,Karena anxiety kambuh
3086,dfunstation,2022-12-27 05:22:30+00:00,"Yuk kenali penyebab, gejala, dan cara untuk membantu anak mengurangi kecemasannya #kecemasan #anxiety #psychology #anak #remaja #parenting #tumbuhkembang #kesehatanmental #masalahmental #ilmupsikologi #depresi #viral #psikologi #stress #psikologbandung #mentalhealth https://t.co/D2f3SVnL4r"
3087,Susiarista4,2022-12-27 05:22:14+00:00,"buat konseling, buat mimi obat, buatt yg tiap hari seperti ingin menyerah, dengan trauma2 yg suka timbul di kepala dan menyebabkan anxiety, km bisa lewatin huhu. im so proud, walaupun tdk sembuh tapi sudah cukup membaik https://t.co/VVSpq8ZXXe"
3088,badrulmohd_007,2022-12-27 05:17:32+00:00,"@kennyssaacyrae @Chainsaw_EN Hahahaha, baguslah, aku Dan kobeni Dua2 ada anxiety, nak fight akuma Dua2 panik terus hahaha
Tapi kobeni kalau serious badass"
3089,Iqbalhuszaidey,2022-12-27 05:04:11+00:00,"Tapi sayang.... masa degree sem 2, beberapa lama tu, aku kena anxiety. Aku hilang semangat. Aku hilang pedoman. Mula tak yakin. Mula hilang amalan. So senang kata, kemampuan nak lawan makhluk halus tu pn hilang. Sampai harini

Aku takut nak cuba lagi, sebabkan diri yng sekarang"
3090,janesglare,2022-12-27 04:56:35+00:00,@ipoonn loh km lupa kh ak nih duta anxiety
3091,fadlisyamm,2022-12-27 04:55:42+00:00,"Tak tandur pari, jebul tukule malah anxiety"
3092,Loveselflili,2022-12-27 04:54:29+00:00,"Nnti time jpj test tu, motor2 pun test sekali ke, anxiety betul rase nk buat kt litar byk motor 😭"
3093,jxsmfeb,2022-12-27 04:47:16+00:00,Pls jangan provoke kalau orang tu kena anxiety attack
3094,callmechuuuuuu,2022-12-27 04:42:26+00:00,"@orchidpoison @thebodyshopindo Karena udah bisa keluar dari ""comfort zone"", dealing with anxiety issues, dan berhasil survive dari temen temen sama lingkungan yg toxic. Also,bersyukur pandemi udah jauh lebih baik dari tahun tahun sebelumnya, as a healthworker seneng bgt liat situasi udah lebih baik 🥰"
3095,ipoonn,2022-12-27 04:41:44+00:00,@janesglare jangan nantik dia anxiety😭😭
3096,bukanpanjulllll,2022-12-27 04:41:21+00:00,Tebak siapa yg berani lawan anxiety nya untuk pergi kontrol behel👍🏻😎👍🏻
3097,rizkabukanriska,2022-12-27 04:40:10+00:00,gw mau ngasih fribis ke yang duduk sebelah gw degdegan anjir why is my social anxiety like this😭
3098,cacan0tcandy,2022-12-27 04:36:29+00:00,ya Allah begini doang anxiety gue kambuh... gimana bisa idup normal gueee
3099,StrawBeeze,2022-12-27 04:31:08+00:00,"Setahun ati-ati ngerjain kerjaan. Gua kira bener, pas ujung ada yang salah. Taunya salah di sebelum2nya juga, kaga ada yang ingetin. Anjing anxiety dah setengah tahun lagi ni,"
3100,precioussnap,2022-12-27 04:29:35+00:00,"anxiety gua kambuh lagi pls :(((( maluuu apalagi kalo ada yang notice ""bah lo kok tremor sih?"" Yaa Allah mau nangis"
3101,iheebainu,2022-12-27 04:29:25+00:00,anxiety pagi-pagi anjay keren banget aku wkekwkekw
3102,raftelryu,2022-12-27 04:27:42+00:00,"@babufess Lumayan bikin nangis. Akun baru, dibikin anxiety sama chara wanderer. At least seneng banget dia balik meskipun tullay nya ga dapet.🤣 gorou sama yanfei seseneng itu balik, tiap nge pull nyamperin mulu. Heran"
3103,krishasshi,2022-12-27 04:08:42+00:00,"@tanyakanrl ini kaitannya sama gerd anxiety ga sih? kayanya pannick attack bagian dari anxiety juga. asam lambung bikin anxiety, anxiety juga bikin aslam"
3104,awliseuuu,2022-12-27 04:03:23+00:00,"sampe skrg krn tau ak pnya gerd &amp; anxiety skaligus jd sllu ngirim video2 gt.
sllu ngingetin utk rajin makan &amp; stop overthinking, krn emg itu bahaya bgt. tp sllu susah buat lakuinnya🤯🥲"
3105,Sunshoneboo,2022-12-27 03:58:27+00:00,"@Rssfff_1 Artis indo mah ga takut haters, mrk berani nantangin balik/perkarain. Yg kena anxiety malah hatersnya krn dilaporin ama polisi trus divarilin mukanya kemana2 😂😂😂😂😂"
3106,airatweets_,2022-12-27 03:56:42+00:00,Cuti pun hidup dalam anxiety.
3107,23__aisya___,2022-12-27 03:48:19+00:00,Jawabannya dia masih sama dengan quote nya dulu. Karakter Anna bukan bagian dari rencana acting dia tapi masuk dengan kebiasaannya pilih drama pakai hati alias dia merasa relate dengan anxiety Anna dan semua manusia memang melakukan kebohongan bukan? Termasuk white lies
3108,sharashik,2022-12-27 03:47:03+00:00,"@adreenNordin Serious question, kalau nak travel dengan budak mmg kena prepare 2 days before ke. I anxiety teruk bila kena bawak baby keluar rumah 🤣"
3109,_anxiety_at_12,2022-12-27 03:35:05+00:00,Parang di ka naman ready hahaha
3110,t0oMa4nymAn1P,2022-12-27 03:25:03+00:00,@Askrlfess lambung jd ke anxiety ini aneh tp nyata
3111,jaeehyukie,2022-12-27 03:23:46+00:00,benda yang tweet activity tu buat aku anxiety la HAHAHAHAHAHAHA sebb dulu rasa mcm takde org tgok pun twt aku
3112,IdzyanyKamil,2022-12-27 03:21:42+00:00,"@azfaryaacob @pja_chan Agree. Tp maybe nasib i baik, ni 1st maid kitorang hire and terus okey. Sebulan i tunjuk ajar ikut cara i dari a to z and now dia buat kerja harian semua okey. Anak2 pun dah start ada separation anxiety dgn maid, nak dikendong je. Plus point, dia pandai masak. Syukur sangat rasa."
3113,voyager1_,2022-12-27 03:20:13+00:00,"Lagu yg ke play terus setiap malam karna ngebantu bgt biar bisa tidur dgn tenang. Memorable bgt sih, jadinya gak mau dengar lagu ini lagi, bahkan udah ku hapus dri playlist. Susah bgt lupain moment itu, hari dimana gerd anxiety lagi parah bgt. https://t.co/C3t9ttrKAi"
3114,GogoXing89,2022-12-27 03:10:18+00:00,"Ya Allah serabut nyalah,gone nak buat cmn.w34 ni.aku dahlah anxiety.betulke anxiety ni?tmjanji hosp.pun dah asyik bertangguh, fisio ot pun.kalau bcakap pun klu X dgr,X faham,aku letih nak bercakap,org len lelah nak faham.sudahnye menderita aku kat sini..BSN BSN.. Hasbunallah..."
3115,bbyoongiez,2022-12-27 03:06:56+00:00,"@BTS_twt Kak. Aku gk diajarin buat lari dari masalah. Tapi kalau aku lari dari hal yg bikin aku ke trigger, boleh gk? 
Kak... 
Anxiety sucks..."
3116,butnottimonwt,2022-12-27 03:01:15+00:00,Dengar Way in loop paling berkesan for me setakat ni. But idk la memang anxiety ke just panic sebab tak pernah diagnose
3117,leicanade,2022-12-27 02:59:55+00:00,@ilecebramimi gue benci kenapa ya tiap konser ada aja yg bikin anxiety 📈📈📈📈📈📈📈 pdhl udh seneng ini konser paling tenang di 2022
3118,50shadesofblue_,2022-12-27 02:48:53+00:00,Anxiety attack tiap bangun tidur gara gara mimpi menyedihkan mulu bangsattttt
3119,ocrpxx,2022-12-27 02:37:18+00:00,"Pokoknya tiap mau bunuh diri gak pernah bisa berjalan lancar.

Tp kalo udah pengen berjuang hidup, selalu kepikiran bakalan mati, anxiety kambuh2an.

Mesti gimana harusnya.

Apa mesti tiap hari coba bunuh diri biar anxiety gak kambuh."
3120,m4riejay,2022-12-27 02:29:56+00:00,good morning semua! btw tahniah kepada saya sebab boleh handle anxiety attack saya pagi tadi hahaggahaha
3121,GrtViola,2022-12-27 02:23:36+00:00,"also mere ko ek baat btaana kl jo log bolre the ki abhi akshu married h to abhi jharu ki shaadi ni ho skti, divorce laane k rsn kahi yahi to ni tha na ab to muje 100% lgra h makers in dono ki shaadi denge aur manjari hi krwaaegi, thankyou dkp vlo subah subah anxiety dedi #yrkkh"
3122,takasheesh,2022-12-27 02:13:44+00:00,Bak e kesel yo moco crito sng awal e gemes karna friendzone trope tapi makin suwi makin akeh cw tw anxiety suicide dsb
3123,h3dlis,2022-12-27 02:13:17+00:00,Rasa gelap dunia kena anxiety attact start semalam tak tidur muntah jantung rasa nak tercabut berdebar rasa nak mati
3124,himeyume02,2022-12-27 02:06:58+00:00,and now my anxiety goes up bcs of jualan tiket bets 🫠 aku nyata adanya…. aku bukan scammer……
3125,gragrougri,2022-12-27 01:25:07+00:00,@fraggrrl BAHAHAH C REEL
3126,syna_syn,2022-12-27 01:14:49+00:00,@ggonebeen Kirain cuma kita aja yg full time anxiety harap2 cemas tiap hari berapa tiket sold 😓😂
3127,farahameri,2022-12-27 01:08:06+00:00,Hari ini masih anxiety 😔
3128,keutychia,2022-12-27 01:03:04+00:00,"@dheylion one of an anxiety disorder, individu mengalami cemas &amp; panik jika berada dalam situasi sulit untuk melarikan diri atau merasa tdk dapat meminta pertolongan dr siapapun ketika mereka merasa terjadi suatu kesalahan. biasanya penderita mengalami cemas di keramaian &amp; tempat tertutup."
3129,seesiputsedut,2022-12-27 00:59:48+00:00,"Trauma tau tak utk semua yang hadap banjir. Boleh panic attack. Anxiety bila hujan. Imagine semua budak2 yang hadap banjir Pantai Timur haritu mashaaAllah sedih sebak lagi ni 😭😭 Orang-orang tua dah takde kudrat

Ya Allah rewards them your endless love in this world and akhirah"
3130,Karlahmad3,2022-12-27 00:52:11+00:00,Anxiety melampau pagi ni
3131,animuscordis,2022-12-27 00:47:47+00:00,"Honestly bila tengok citer/orang yang alami anxiety and ptsd dia macam paham and sama2 sedih sebab kita pernah kena. 
I maybe look happy. Tapi deep down I struggle. 
Tapi tu dulu la. Sekarang dah okay dah. Ramai kawan2 yang best! 💖"
3132,loveknouw,2022-12-27 00:34:05+00:00,Penyakit depresi san anxiety kack
3133,effie_mohamad,2022-12-27 00:20:04+00:00,"Allah…
Anxiety hit pula pagi ni…
Dada rasa berat…
Hati rasa hiba…
Rasa tak menentu…"
3134,arunreksa_,2022-12-27 00:12:50+00:00,Lu gak kena moral anxiety ketika pakai resource publik untuk peningkatan kapasitas diri sendiri karena lu tahu secara pasti bahwa manfaat yang lu balikin di masa depan jumlahnya akan berkali-kali-kali lipat dari yang sekarang lu nikmati https://t.co/D9TZyfHQBD
3135,berrycocho,2022-12-27 00:04:36+00:00,"ttg 2 manusia yg masing2 punya luka dan trauma. mahen yg selalu dukung hanna buat berjuang sembuh dari anxiety disorder nya and she did it y'all🥹 mahen juga ternyata punya luka yg dia simpen sendiri. but they deserve each other sm, mereka saling mengobati
https://t.co/PCgXyOFCtB"
3136,sukkiestars,2022-12-26 23:55:56+00:00,"@tanyarlfes aku berani, tapi ke tempat2 yg familiar aja/yg sebelumnya pernah aku kunjungi. kalo ke tempat baru biasanya suka anxiety"
3137,dactylifera_,2022-12-26 23:48:43+00:00,Ini mah aku udah mulai anxiety lagi
3138,kyahaiyaaaaro,2022-12-26 23:29:34+00:00,Zindagi pehle itti kharab fir upr se ye twitter views k anxiety log’on ku
3139,blupbluplols,2022-12-26 23:18:39+00:00,Kenapa org yg ada history duduk dekat luar negara senang dapat anxiety and depression ea? Sebab loneliness ke? Sebab difference in culture ke?
3140,rowanabbady_,2022-12-26 23:12:52+00:00,Mmkn anam b3d ezn el anxiety
3141,leastracistpaki,2022-12-26 23:09:30+00:00,"after so long in lahore, ghar akar anxiety hoti hai bc"
3142,mxxzrxxf,2022-12-26 22:52:21+00:00,Anxiety attack sampai tak bole tido dari isyak ke subuh
3143,librahbebeh,2022-12-26 22:48:27+00:00,Anxiety di pagi hari huhu susah jadi org yang sensitif ni 😅
3144,darknightjojoe,2022-12-26 22:32:09+00:00,"Asal kawen je mesti kena buat hal astu kant0i sendiri eh?? Don't ya think about ya wife dgn child ke? Hang babi la arel, rosak idop pompuan hg buat, hg tau dak wife hg ad anxiety, depression? Come on ah I pray for ya both would find solution bout this"
3145,nkmsh16,2022-12-26 22:31:34+00:00,"Nahan marah masih bisa dikontrol tapi klau udah nahan anxiety, maaf belum bisa😥"
